time_start,time_end,estimated,amount_usd,service,tag_aws_parallelcluster_project,tag_aws_parallelcluster_project_value
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$dra-test2,dra-test2
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$dra-test4,dra-test4
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$dyec-515,dyec-515
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$dyec-test,dyec-test
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$fk-260509-use,fk-260509-use
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$fork-fixer,fork-fixer
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$goodole3,goodole3
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$hyb-hg003,hyb-hg003
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$jem-bucktst1,jem-bucktst1
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$jem-bucktst2,jem-bucktst2
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$jem-bucktst3,jem-bucktst3
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$jemx2,jemx2
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$lsbio-fork-260509-124701,lsbio-fork-260509-124701
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$majors-cluster,majors-cluster
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$may26-d,may26-d
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$mk-gotime3,mk-gotime3
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$pilot-largecluster,pilot-largecluster
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$pilot-mk,pilot-mk
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$pilot-xfer,pilot-xfer
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$splitdra-ref-20260526,splitdra-ref-20260526
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$splitdra-smoke-20260526,splitdra-smoke-20260526
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$test-clstr,test-clstr
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$tstClu-4-1-1c,tstClu-4-1-1c
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$tstVer4-1-1,tstVer4-1-1
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$tstVer4-1-1b,tstVer4-1-1b
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$xfer-cluster,xfer-cluster
2026-05-01,2026-06-01,False,0.0,AWS Lambda,aws-parallelcluster-project$y260609-frz,y260609-frz
2026-05-01,2026-06-01,False,6.0549953036,AWS Secrets Manager,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,191.551362364,AWS Security Hub,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,0.0,AWS Service Catalog,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,2.284e-06,AWS Step Functions,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,680.902151147,AWS Support (Developer),aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,6.999999888,AWS WAF,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,0.0,Amazon CloudFront,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,0.02925,Amazon Cognito,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,0.0003780314,Amazon DynamoDB,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,0.0013174375,Amazon DynamoDB,aws-parallelcluster-project$XL-pilot,XL-pilot
2026-05-01,2026-06-01,False,1.625e-05,Amazon DynamoDB,aws-parallelcluster-project$XLpilot,XLpilot
2026-05-01,2026-06-01,False,0.00088,Amazon DynamoDB,aws-parallelcluster-project$and-again,and-again
2026-05-01,2026-06-01,False,0.0031161875,Amazon DynamoDB,aws-parallelcluster-project$at-sanity,at-sanity
2026-05-01,2026-06-01,False,0.000399875,Amazon DynamoDB,aws-parallelcluster-project$blahab44,blahab44
2026-05-01,2026-06-01,False,7.525e-05,Amazon DynamoDB,aws-parallelcluster-project$daylily-demo-cluster,daylily-demo-cluster
2026-05-01,2026-06-01,False,0.002994125,Amazon DynamoDB,aws-parallelcluster-project$dec219-cluster,dec219-cluster
2026-05-01,2026-06-01,False,0.0016530625,Amazon DynamoDB,aws-parallelcluster-project$dra-enabled,dra-enabled
2026-05-01,2026-06-01,False,6.25e-07,Amazon DynamoDB,aws-parallelcluster-project$dra-test2,dra-test2
2026-05-01,2026-06-01,False,0.000508625,Amazon DynamoDB,aws-parallelcluster-project$dra-test4,dra-test4
2026-05-01,2026-06-01,False,0.0002216875,Amazon DynamoDB,aws-parallelcluster-project$dyec-515,dyec-515
2026-05-01,2026-06-01,False,0.002394375,Amazon DynamoDB,aws-parallelcluster-project$dyec-test,dyec-test
2026-05-01,2026-06-01,False,0.00421675,Amazon DynamoDB,aws-parallelcluster-project$fk-260509-use,fk-260509-use
2026-05-01,2026-06-01,False,0.001094125,Amazon DynamoDB,aws-parallelcluster-project$fork-fixer,fork-fixer
2026-05-01,2026-06-01,False,0.001020625,Amazon DynamoDB,aws-parallelcluster-project$goodole3,goodole3
2026-05-01,2026-06-01,False,0.002683875,Amazon DynamoDB,aws-parallelcluster-project$hyb-hg003,hyb-hg003
2026-05-01,2026-06-01,False,6.25e-07,Amazon DynamoDB,aws-parallelcluster-project$jem-bucktst1,jem-bucktst1
2026-05-01,2026-06-01,False,6.25e-07,Amazon DynamoDB,aws-parallelcluster-project$jem-bucktst2,jem-bucktst2
2026-05-01,2026-06-01,False,0.0003618125,Amazon DynamoDB,aws-parallelcluster-project$jem-bucktst3,jem-bucktst3
2026-05-01,2026-06-01,False,3.6125e-05,Amazon DynamoDB,aws-parallelcluster-project$jemx2,jemx2
2026-05-01,2026-06-01,False,0.0018853125,Amazon DynamoDB,aws-parallelcluster-project$lsbio-fork-260509-124701,lsbio-fork-260509-124701
2026-05-01,2026-06-01,False,0.001814375,Amazon DynamoDB,aws-parallelcluster-project$majors-cluster,majors-cluster
2026-05-01,2026-06-01,False,0.00352375,Amazon DynamoDB,aws-parallelcluster-project$may26-d,may26-d
2026-05-01,2026-06-01,False,0.0029995,Amazon DynamoDB,aws-parallelcluster-project$mk-gotime3,mk-gotime3
2026-05-01,2026-06-01,False,0.00100575,Amazon DynamoDB,aws-parallelcluster-project$pilot-largecluster,pilot-largecluster
2026-05-01,2026-06-01,False,0.001780875,Amazon DynamoDB,aws-parallelcluster-project$pilot-mk,pilot-mk
2026-05-01,2026-06-01,False,0.000190375,Amazon DynamoDB,aws-parallelcluster-project$pilot-xfer,pilot-xfer
2026-05-01,2026-06-01,False,5.825e-05,Amazon DynamoDB,aws-parallelcluster-project$splitdra-ref-20260526,splitdra-ref-20260526
2026-05-01,2026-06-01,False,8.625e-06,Amazon DynamoDB,aws-parallelcluster-project$splitdra-smoke-20260526,splitdra-smoke-20260526
2026-05-01,2026-06-01,False,2.875e-06,Amazon DynamoDB,aws-parallelcluster-project$test-clstr,test-clstr
2026-05-01,2026-06-01,False,0.0002316875,Amazon DynamoDB,aws-parallelcluster-project$tstClu-4-1-1c,tstClu-4-1-1c
2026-05-01,2026-06-01,False,0.000107625,Amazon DynamoDB,aws-parallelcluster-project$tstVer4-1-1,tstVer4-1-1
2026-05-01,2026-06-01,False,0.000501375,Amazon DynamoDB,aws-parallelcluster-project$tstVer4-1-1b,tstVer4-1-1b
2026-05-01,2026-06-01,False,0.0003945,Amazon DynamoDB,aws-parallelcluster-project$xfer-cluster,xfer-cluster
2026-05-01,2026-06-01,False,0.00019225,Amazon DynamoDB,aws-parallelcluster-project$y260609-frz,y260609-frz
2026-05-01,2026-06-01,False,0.7040180655,Amazon EC2 Container Registry (ECR),aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,912.8448833133,EC2 - Other,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,4.5260583316,EC2 - Other,aws-parallelcluster-project$XL-pilot,XL-pilot
2026-05-01,2026-06-01,False,0.0657634723,EC2 - Other,aws-parallelcluster-project$XLpilot,XLpilot
2026-05-01,2026-06-01,False,2.6193798259,EC2 - Other,aws-parallelcluster-project$and-again,and-again
2026-05-01,2026-06-01,False,8.1762784701,EC2 - Other,aws-parallelcluster-project$at-sanity,at-sanity
2026-05-01,2026-06-01,False,0.9886153732,EC2 - Other,aws-parallelcluster-project$blahab44,blahab44
2026-05-01,2026-06-01,False,0.0,EC2 - Other,aws-parallelcluster-project$da-us-west-2d-XL-pilot,da-us-west-2d-XL-pilot
2026-05-01,2026-06-01,False,0.0,EC2 - Other,aws-parallelcluster-project$da-us-west-2d-fk-260509-use,da-us-west-2d-fk-260509-use
2026-05-01,2026-06-01,False,0.0,EC2 - Other,aws-parallelcluster-project$da-us-west-2d-fk-260509-use daylily-global,da-us-west-2d-fk-260509-use daylily-global
2026-05-01,2026-06-01,False,33.6799999968,EC2 - Other,aws-parallelcluster-project$day-test-uswest2d,day-test-uswest2d
2026-05-01,2026-06-01,False,0.0,EC2 - Other,aws-parallelcluster-project$dayhoff-full-gui,dayhoff-full-gui
2026-05-01,2026-06-01,False,7.4941447894,EC2 - Other,aws-parallelcluster-project$dayhoff-production-server,dayhoff-production-server
2026-05-01,2026-06-01,False,33.6799999968,EC2 - Other,aws-parallelcluster-project$daylily-1773059211,daylily-1773059211
2026-05-01,2026-06-01,False,0.2266671995,EC2 - Other,aws-parallelcluster-project$daylily-demo-cluster,daylily-demo-cluster
2026-05-01,2026-06-01,False,0.0,EC2 - Other,aws-parallelcluster-project$daylily-global,daylily-global
2026-05-01,2026-06-01,False,0.0,EC2 - Other,aws-parallelcluster-project$daylily-global may26-d,daylily-global may26-d
2026-05-01,2026-06-01,False,8.9791532973,EC2 - Other,aws-parallelcluster-project$dec219-cluster,dec219-cluster
2026-05-01,2026-06-01,False,4.9726981012,EC2 - Other,aws-parallelcluster-project$dra-enabled,dra-enabled
2026-05-01,2026-06-01,False,0.0071845408,EC2 - Other,aws-parallelcluster-project$dra-test2,dra-test2
2026-05-01,2026-06-01,False,1.4994521679,EC2 - Other,aws-parallelcluster-project$dra-test4,dra-test4
2026-05-01,2026-06-01,False,0.5935603094,EC2 - Other,aws-parallelcluster-project$dyec-515,dyec-515
2026-05-01,2026-06-01,False,3.9896107994,EC2 - Other,aws-parallelcluster-project$dyec-test,dyec-test
2026-05-01,2026-06-01,False,9.7989454646,EC2 - Other,aws-parallelcluster-project$fk-260509-use,fk-260509-use
2026-05-01,2026-06-01,False,3.2352986233,EC2 - Other,aws-parallelcluster-project$fork-fixer,fork-fixer
2026-05-01,2026-06-01,False,2.1368193199,EC2 - Other,aws-parallelcluster-project$goodole3,goodole3
2026-05-01,2026-06-01,False,6.5032381334,EC2 - Other,aws-parallelcluster-project$hyb-hg003,hyb-hg003
2026-05-01,2026-06-01,False,33.6799999968,EC2 - Other,aws-parallelcluster-project$ifx-go,ifx-go
2026-05-01,2026-06-01,False,0.0116413097,EC2 - Other,aws-parallelcluster-project$jem-bucktst1,jem-bucktst1
2026-05-01,2026-06-01,False,0.0117327145,EC2 - Other,aws-parallelcluster-project$jem-bucktst2,jem-bucktst2
2026-05-01,2026-06-01,False,0.971441657,EC2 - Other,aws-parallelcluster-project$jem-bucktst3,jem-bucktst3
2026-05-01,2026-06-01,False,0.1131108062,EC2 - Other,aws-parallelcluster-project$jemx2,jemx2
2026-05-01,2026-06-01,False,5.6602038265,EC2 - Other,aws-parallelcluster-project$lsbio-fork-260509-124701,lsbio-fork-260509-124701
2026-05-01,2026-06-01,False,5.4825022474,EC2 - Other,aws-parallelcluster-project$majors-cluster,majors-cluster
2026-05-01,2026-06-01,False,9.0869111856,EC2 - Other,aws-parallelcluster-project$may26-d,may26-d
2026-05-01,2026-06-01,False,9.0210959297,EC2 - Other,aws-parallelcluster-project$mk-gotime3,mk-gotime3
2026-05-01,2026-06-01,False,3.0330943199,EC2 - Other,aws-parallelcluster-project$pilot-largecluster,pilot-largecluster
2026-05-01,2026-06-01,False,5.358379067,EC2 - Other,aws-parallelcluster-project$pilot-mk,pilot-mk
2026-05-01,2026-06-01,False,0.5783928044,EC2 - Other,aws-parallelcluster-project$pilot-xfer,pilot-xfer
2026-05-01,2026-06-01,False,0.1804073617,EC2 - Other,aws-parallelcluster-project$splitdra-ref-20260526,splitdra-ref-20260526
2026-05-01,2026-06-01,False,0.0864470046,EC2 - Other,aws-parallelcluster-project$splitdra-smoke-20260526,splitdra-smoke-20260526
2026-05-01,2026-06-01,False,0.0176271829,EC2 - Other,aws-parallelcluster-project$test-clstr,test-clstr
2026-05-01,2026-06-01,False,33.6799999968,EC2 - Other,aws-parallelcluster-project$test-del-me,test-del-me
2026-05-01,2026-06-01,False,0.3781656259,EC2 - Other,aws-parallelcluster-project$tstClu-4-1-1c,tstClu-4-1-1c
2026-05-01,2026-06-01,False,0.333497541,EC2 - Other,aws-parallelcluster-project$tstVer4-1-1,tstVer4-1-1
2026-05-01,2026-06-01,False,1.0481298058,EC2 - Other,aws-parallelcluster-project$tstVer4-1-1b,tstVer4-1-1b
2026-05-01,2026-06-01,False,0.0,EC2 - Other,aws-parallelcluster-project$unknown-project-invalid-project,unknown-project-invalid-project
2026-05-01,2026-06-01,False,1.1466539941,EC2 - Other,aws-parallelcluster-project$xfer-cluster,xfer-cluster
2026-05-01,2026-06-01,False,0.5305984707,EC2 - Other,aws-parallelcluster-project$y260609-frz,y260609-frz
2026-05-01,2026-06-01,False,2488.3141777672,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,410.7324654668,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$XL-pilot,XL-pilot
2026-05-01,2026-06-01,False,0.7166337012,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$XLpilot,XLpilot
2026-05-01,2026-06-01,False,31.032288,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$and-again,and-again
2026-05-01,2026-06-01,False,412.4404138975,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$at-sanity,at-sanity
2026-05-01,2026-06-01,False,70.7175334606,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$blahab44,blahab44
2026-05-01,2026-06-01,False,44.9115,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$da-us-west-2d-XL-pilot,da-us-west-2d-XL-pilot
2026-05-01,2026-06-01,False,327.2992606234,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$da-us-west-2d-fk-260509-use,da-us-west-2d-fk-260509-use
2026-05-01,2026-06-01,False,1.9953046388,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$da-us-west-2d-fk-260509-use daylily-global,da-us-west-2d-fk-260509-use daylily-global
2026-05-01,2026-06-01,False,1.1695257,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dayhoff-full-gui,dayhoff-full-gui
2026-05-01,2026-06-01,False,62.310341684,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dayhoff-production-server,dayhoff-production-server
2026-05-01,2026-06-01,False,10.380563806,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$daylily-demo-cluster,daylily-demo-cluster
2026-05-01,2026-06-01,False,112.654192997,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$daylily-global,daylily-global
2026-05-01,2026-06-01,False,5.7734,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$daylily-global may26-d,daylily-global may26-d
2026-05-01,2026-06-01,False,105.4780930795,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dec219-cluster,dec219-cluster
2026-05-01,2026-06-01,False,790.6604681928,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dra-enabled,dra-enabled
2026-05-01,2026-06-01,False,0.0311676364,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dra-test2,dra-test2
2026-05-01,2026-06-01,False,17.4768393686,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dra-test4,dra-test4
2026-05-01,2026-06-01,False,26.6735736908,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dyec-515,dyec-515
2026-05-01,2026-06-01,False,335.1926622232,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$dyec-test,dyec-test
2026-05-01,2026-06-01,False,707.3132769341,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$fk-260509-use,fk-260509-use
2026-05-01,2026-06-01,False,46.3477224866,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$fork-fixer,fork-fixer
2026-05-01,2026-06-01,False,104.1125482058,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$goodole3,goodole3
2026-05-01,2026-06-01,False,1429.4758588107,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$hyb-hg003,hyb-hg003
2026-05-01,2026-06-01,False,0.0835032309,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$jem-bucktst1,jem-bucktst1
2026-05-01,2026-06-01,False,0.0840918957,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$jem-bucktst2,jem-bucktst2
2026-05-01,2026-06-01,False,21.478776556,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$jem-bucktst3,jem-bucktst3
2026-05-01,2026-06-01,False,1.2649351594,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$jemx2,jemx2
2026-05-01,2026-06-01,False,81.8104680473,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$lsbio-fork-260509-124701,lsbio-fork-260509-124701
2026-05-01,2026-06-01,False,64.2700530496,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$majors-cluster,majors-cluster
2026-05-01,2026-06-01,False,2984.2619765538,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$may26-d,may26-d
2026-05-01,2026-06-01,False,105.6584709961,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$mk-gotime3,mk-gotime3
2026-05-01,2026-06-01,False,106.5445160249,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$pilot-largecluster,pilot-largecluster
2026-05-01,2026-06-01,False,62.5720672204,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$pilot-mk,pilot-mk
2026-05-01,2026-06-01,False,97.6000600067,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$pilot-xfer,pilot-xfer
2026-05-01,2026-06-01,False,2.0553113289,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$splitdra-ref-20260526,splitdra-ref-20260526
2026-05-01,2026-06-01,False,0.9493472073,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$splitdra-smoke-20260526,splitdra-smoke-20260526
2026-05-01,2026-06-01,False,0.1532860636,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$test-clstr,test-clstr
2026-05-01,2026-06-01,False,13.1103516032,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$tstClu-4-1-1c,tstClu-4-1-1c
2026-05-01,2026-06-01,False,9.4357732547,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$tstVer4-1-1,tstVer4-1-1
2026-05-01,2026-06-01,False,89.8746345347,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$tstVer4-1-1b,tstVer4-1-1b
2026-05-01,2026-06-01,False,0.7870721838,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$unknown-project-invalid-project,unknown-project-invalid-project
2026-05-01,2026-06-01,False,13.366876444,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$xfer-cluster,xfer-cluster
2026-05-01,2026-06-01,False,7.0910765586,Amazon Elastic Compute Cloud - Compute,aws-parallelcluster-project$y260609-frz,y260609-frz
2026-05-01,2026-06-01,False,55.1299283869,Amazon Elastic Container Service,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,7.24317e-05,Amazon Elastic File System,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,25.2091283305,Amazon Elastic Load Balancing,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,232.77701529,Amazon FSx,aws-parallelcluster-project$XL-pilot,XL-pilot
2026-05-01,2026-06-01,False,3.8764352995,Amazon FSx,aws-parallelcluster-project$XLpilot,XLpilot
2026-05-01,2026-06-01,False,52.9886451188,Amazon FSx,aws-parallelcluster-project$and-again,and-again
2026-05-01,2026-06-01,False,207.4544898911,Amazon FSx,aws-parallelcluster-project$at-sanity,at-sanity
2026-05-01,2026-06-01,False,17.2294274889,Amazon FSx,aws-parallelcluster-project$blahab44,blahab44
2026-05-01,2026-06-01,False,96.9647840438,Amazon FSx,aws-parallelcluster-project$daylily-1773057991,daylily-1773057991
2026-05-01,2026-06-01,False,96.9660225222,Amazon FSx,aws-parallelcluster-project$daylily-1773059211,daylily-1773059211
2026-05-01,2026-06-01,False,11.9783386074,Amazon FSx,aws-parallelcluster-project$daylily-demo-cluster,daylily-demo-cluster
2026-05-01,2026-06-01,False,450.182084255,Amazon FSx,aws-parallelcluster-project$dec219-cluster,dec219-cluster
2026-05-01,2026-06-01,False,198.2426077299,Amazon FSx,aws-parallelcluster-project$dra-enabled,dra-enabled
2026-05-01,2026-06-01,False,0.0622949821,Amazon FSx,aws-parallelcluster-project$dra-test2,dra-test2
2026-05-01,2026-06-01,False,9.5820140322,Amazon FSx,aws-parallelcluster-project$dra-test4,dra-test4
2026-05-01,2026-06-01,False,22.8849827698,Amazon FSx,aws-parallelcluster-project$dyec-515,dyec-515
2026-05-01,2026-06-01,False,125.202619479,Amazon FSx,aws-parallelcluster-project$dyec-test,dyec-test
2026-05-01,2026-06-01,False,288.1952869144,Amazon FSx,aws-parallelcluster-project$fk-260509-use,fk-260509-use
2026-05-01,2026-06-01,False,127.9663739825,Amazon FSx,aws-parallelcluster-project$fork-fixer,fork-fixer
2026-05-01,2026-06-01,False,38.0798376907,Amazon FSx,aws-parallelcluster-project$goodole3,goodole3
2026-05-01,2026-06-01,False,166.0278810855,Amazon FSx,aws-parallelcluster-project$hyb-hg003,hyb-hg003
2026-05-01,2026-06-01,False,775.6582041302,Amazon FSx,aws-parallelcluster-project$ifx-go,ifx-go
2026-05-01,2026-06-01,False,0.22697415,Amazon FSx,aws-parallelcluster-project$jem-bucktst1,jem-bucktst1
2026-05-01,2026-06-01,False,0.2187206766,Amazon FSx,aws-parallelcluster-project$jem-bucktst2,jem-bucktst2
2026-05-01,2026-06-01,False,18.8902108262,Amazon FSx,aws-parallelcluster-project$jem-bucktst3,jem-bucktst3
2026-05-01,2026-06-01,False,0.6309566754,Amazon FSx,aws-parallelcluster-project$jemx2,jemx2
2026-05-01,2026-06-01,False,112.4732108693,Amazon FSx,aws-parallelcluster-project$lsbio-fork-260509-124701,lsbio-fork-260509-124701
2026-05-01,2026-06-01,False,109.8000313926,Amazon FSx,aws-parallelcluster-project$majors-cluster,majors-cluster
2026-05-01,2026-06-01,False,213.6624307843,Amazon FSx,aws-parallelcluster-project$may26-d,may26-d
2026-05-01,2026-06-01,False,450.9268515845,Amazon FSx,aws-parallelcluster-project$mk-gotime3,mk-gotime3
2026-05-01,2026-06-01,False,364.7599466373,Amazon FSx,aws-parallelcluster-project$pilot-largecluster,pilot-largecluster
2026-05-01,2026-06-01,False,321.5621477831,Amazon FSx,aws-parallelcluster-project$pilot-mk,pilot-mk
2026-05-01,2026-06-01,False,28.8235310033,Amazon FSx,aws-parallelcluster-project$pilot-xfer,pilot-xfer
2026-05-01,2026-06-01,False,3.5828465162,Amazon FSx,aws-parallelcluster-project$splitdra-ref-20260526,splitdra-ref-20260526
2026-05-01,2026-06-01,False,1.890223173,Amazon FSx,aws-parallelcluster-project$splitdra-smoke-20260526,splitdra-smoke-20260526
2026-05-01,2026-06-01,False,0.0867520786,Amazon FSx,aws-parallelcluster-project$test-clstr,test-clstr
2026-05-01,2026-06-01,False,16.910827466,Amazon FSx,aws-parallelcluster-project$tstClu-4-1-1c,tstClu-4-1-1c
2026-05-01,2026-06-01,False,6.5400788256,Amazon FSx,aws-parallelcluster-project$tstVer4-1-1,tstVer4-1-1
2026-05-01,2026-06-01,False,46.5488976685,Amazon FSx,aws-parallelcluster-project$tstVer4-1-1b,tstVer4-1-1b
2026-05-01,2026-06-01,False,34.3437022038,Amazon FSx,aws-parallelcluster-project$xfer-cluster,xfer-cluster
2026-05-01,2026-06-01,False,21.3519206273,Amazon FSx,aws-parallelcluster-project$y260609-frz,y260609-frz
2026-05-01,2026-06-01,False,3.2412e-06,Amazon Glacier,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,20.8700168735,Amazon GuardDuty,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,0.0,Amazon Inspector,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,1971.4196390768,Amazon Relational Database Service,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,57.6745126389,Amazon Relational Database Service,aws-parallelcluster-project$dayhoff-production-server,dayhoff-production-server
2026-05-01,2026-06-01,False,10.252048,Amazon Route 53,aws-parallelcluster-project$,
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$XL-pilot,XL-pilot
2026-05-01,2026-06-01,False,0.5,Amazon Route 53,aws-parallelcluster-project$and-again,and-again
2026-05-01,2026-06-01,False,0.5,Amazon Route 53,aws-parallelcluster-project$at-sanity,at-sanity
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$blahab44,blahab44
2026-05-01,2026-06-01,False,0.5,Amazon Route 53,aws-parallelcluster-project$dec219-cluster,dec219-cluster
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$dra-enabled,dra-enabled
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$dra-test4,dra-test4
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$dyec-test,dyec-test
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$fk-260509-use,fk-260509-use
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$fork-fixer,fork-fixer
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$goodole3,goodole3
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$hyb-hg003,hyb-hg003
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$jem-bucktst3,jem-bucktst3
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$lsbio-fork-260509-124701,lsbio-fork-260509-124701
2026-05-01,2026-06-01,False,0.5,Amazon Route 53,aws-parallelcluster-project$majors-cluster,majors-cluster
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$may26-d,may26-d
2026-05-01,2026-06-01,False,0.5,Amazon Route 53,aws-parallelcluster-project$mk-gotime3,mk-gotime3
2026-05-01,2026-06-01,False,0.1,Amazon Route 53,aws-parallelcluster-project$pilot-largecluster,pilot-largecluster
2026-05-01,2026-06-01,False,0.5,Amazon Route 53,aws-parallelcluster-project$pilot-mk,pilot-mk
